No.,Insurance undertaking,category,value,Tabelle,year
142,ZÜRICH Versicherungs-AG,Losses on the realization of investments,7065000,Table 17:  Investment charges including interest (Total),2017
144,UNIQA Insurance Group AG,Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
145,MERKUR Versicherung AG,Losses on the realization of investments,112000,Table 17:  Investment charges including interest (Total),2017
148,Acredia Versicherung AG,Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
150,ÖBV V.a.G.,Losses on the realization of investments,1991000,Table 17:  Investment charges including interest (Total),2017
151,HAGEL V.a.G.,Losses on the realization of investments,50000,Table 17:  Investment charges including interest (Total),2017
154,PORSCHE Versicherung AG,Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
159,TIROLER VERSICHERUNG V.a.G. ,Losses on the realization of investments,376000,Table 17:  Investment charges including interest (Total),2017
161,VAV Versicherungs-AG,Losses on the realization of investments,179000,Table 17:  Investment charges including interest (Total),2017
164,HDI Versicherung AG,Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
165,ERGO Versicherung AG,Losses on the realization of investments,8320000,Table 17:  Investment charges including interest (Total),2017
167,VORARLBERGER V.a.G.,Losses on the realization of investments,287000,Table 17:  Investment charges including interest (Total),2017
169,OBERÖSTERREICHISCHE Vers. AG,Losses on the realization of investments,9000,Table 17:  Investment charges including interest (Total),2017
170,Allianz Leben Vers. AG,Losses on the realization of investments,470000,Table 17:  Investment charges including interest (Total),2017
171,Allianz Versicherung AG,Losses on the realization of investments,189000,Table 17:  Investment charges including interest (Total),2017
173,WIENER STÄDTISCHE Vers. AG,Losses on the realization of investments,36000,Table 17:  Investment charges including interest (Total),2017
174,VIG VIENNA INSURANCE GROUP AG,Losses on the realization of investments,3577000,Table 17:  Investment charges including interest (Total),2017
176,WÜSTENROT Vers. AG,Losses on the realization of investments,2040000,Table 17:  Investment charges including interest (Total),2017
177,APK Versicherung AG,Losses on the realization of investments,11000,Table 17:  Investment charges including interest (Total),2017
185,Nürnberger Versicherung AG,Losses on the realization of investments,70000,Table 17:  Investment charges including interest (Total),2017
195,FWU Life Insurance Austria AG,Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
138,"HELVETIA, ZNL AT",Losses on the realization of investments,0,Table 17:  Investment charges including interest (Total),2017
101,MUKI V.a.G.,Other investment charges,13000,Table 17:  Investment charges including interest (Total),2017
104,RVV Rückversicherungsverein ,Other investment charges,4000,Table 17:  Investment charges including interest (Total),2017
113,SK Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
116,UNIQA Österreich Vers. AG,Other investment charges,1505000,Table 17:  Investment charges including interest (Total),2017
121,BAWAG P.S.K. Versicherung AG,Other investment charges,1290000,Table 17:  Investment charges including interest (Total),2017
123,Helvetia Versicherungen AG,Other investment charges,632000,Table 17:  Investment charges including interest (Total),2017
124,D.A.S. Rechtsschutz AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
126,DONAU Versicherung AG VIG,Other investment charges,2211000,Table 17:  Investment charges including interest (Total),2017
127,SPARKASSEN Vers. AG VIG,Other investment charges,123000,Table 17:  Investment charges including interest (Total),2017
128,GENERALI Versicherung AG,Other investment charges,10248000,Table 17:  Investment charges including interest (Total),2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
131,EUROPÄISCHE Vers. AG,Other investment charges,30000,Table 17:  Investment charges including interest (Total),2017
132,Credendo - Single Risk Ins. AG,Other investment charges,855000,Table 17:  Investment charges including interest (Total),2017
135,GRAWE Versicherung AG,Other investment charges,67000,Table 17:  Investment charges including interest (Total),2017
140,HYPO Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
141,Kärntner Landes V.a.G.,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
142,ZÜRICH Versicherungs-AG,Other investment charges,2000,Table 17:  Investment charges including interest (Total),2017
144,UNIQA Insurance Group AG,Other investment charges,718000,Table 17:  Investment charges including interest (Total),2017
145,MERKUR Versicherung AG,Other investment charges,7000,Table 17:  Investment charges including interest (Total),2017
148,Acredia Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
150,ÖBV V.a.G.,Other investment charges,359000,Table 17:  Investment charges including interest (Total),2017
151,HAGEL V.a.G.,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
154,PORSCHE Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
159,TIROLER VERSICHERUNG V.a.G. ,Other investment charges,234000,Table 17:  Investment charges including interest (Total),2017
161,VAV Versicherungs-AG,Other investment charges,7000,Table 17:  Investment charges including interest (Total),2017
164,HDI Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
165,ERGO Versicherung AG,Other investment charges,24602000,Table 17:  Investment charges including interest (Total),2017
167,VORARLBERGER V.a.G.,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
169,OBERÖSTERREICHISCHE Vers. AG,Other investment charges,24000,Table 17:  Investment charges including interest (Total),2017
170,Allianz Leben Vers. AG,Other investment charges,2541000,Table 17:  Investment charges including interest (Total),2017
171,Allianz Versicherung AG,Other investment charges,666000,Table 17:  Investment charges including interest (Total),2017
173,WIENER STÄDTISCHE Vers. AG,Other investment charges,8807000,Table 17:  Investment charges including interest (Total),2017
174,VIG VIENNA INSURANCE GROUP AG,Other investment charges,3348000,Table 17:  Investment charges including interest (Total),2017
176,WÜSTENROT Vers. AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
177,APK Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
185,Nürnberger Versicherung AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
195,FWU Life Insurance Austria AG,Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
138,"HELVETIA, ZNL AT",Other investment charges,0,Table 17:  Investment charges including interest (Total),2017
101,MUKI V.a.G.,Total,1473000,Table 17:  Investment charges including interest (Total),2017
104,RVV Rückversicherungsverein ,Total,29000,Table 17:  Investment charges including interest (Total),2017
113,SK Versicherung AG,Total,144000,Table 17:  Investment charges including interest (Total),2017
116,UNIQA Österreich Vers. AG,Total,207795000,Table 17:  Investment charges including interest (Total),2017
121,BAWAG P.S.K. Versicherung AG,Total,3420000,Table 17:  Investment charges including interest (Total),2017
123,Helvetia Versicherungen AG,Total,8285000,Table 17:  Investment charges including interest (Total),2017
124,D.A.S. Rechtsschutz AG,Total,3296000,Table 17:  Investment charges including interest (Total),2017
126,DONAU Versicherung AG VIG,Total,44321000,Table 17:  Investment charges including interest (Total),2017
127,SPARKASSEN Vers. AG VIG,Total,25237000,Table 17:  Investment charges including interest (Total),2017
128,GENERALI Versicherung AG,Total,66726000,Table 17:  Investment charges including interest (Total),2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Total,13164000,Table 17:  Investment charges including interest (Total),2017
131,EUROPÄISCHE Vers. AG,Total,289000,Table 17:  Investment charges including interest (Total),2017
132,Credendo - Single Risk Ins. AG,Total,1403000,Table 17:  Investment charges including interest (Total),2017
135,GRAWE Versicherung AG,Total,21100000,Table 17:  Investment charges including interest (Total),2017
140,HYPO Versicherung AG,Total,37000,Table 17:  Investment charges including interest (Total),2017
141,Kärntner Landes V.a.G.,Total,667000,Table 17:  Investment charges including interest (Total),2017
142,ZÜRICH Versicherungs-AG,Total,26151000,Table 17:  Investment charges including interest (Total),2017
144,UNIQA Insurance Group AG,Total,82164000,Table 17:  Investment charges including interest (Total),2017
145,MERKUR Versicherung AG,Total,5527000,Table 17:  Investment charges including interest (Total),2017
148,Acredia Versicherung AG,Total,472000,Table 17:  Investment charges including interest (Total),2017
150,ÖBV V.a.G.,Total,22293000,Table 17:  Investment charges including interest (Total),2017
151,HAGEL V.a.G.,Total,1645000,Table 17:  Investment charges including interest (Total),2017
154,PORSCHE Versicherung AG,Total,123000,Table 17:  Investment charges including interest (Total),2017
159,TIROLER VERSICHERUNG V.a.G. ,Total,5518000,Table 17:  Investment charges including interest (Total),2017
161,VAV Versicherungs-AG,Total,1593000,Table 17:  Investment charges including interest (Total),2017
164,HDI Versicherung AG,Total,850000,Table 17:  Investment charges including interest (Total),2017
165,ERGO Versicherung AG,Total,59284000,Table 17:  Investment charges including interest (Total),2017
167,VORARLBERGER V.a.G.,Total,3091000,Table 17:  Investment charges including interest (Total),2017
169,OBERÖSTERREICHISCHE Vers. AG,Total,5286000,Table 17:  Investment charges including interest (Total),2017
170,Allianz Leben Vers. AG,Total,26507000,Table 17:  Investment charges including interest (Total),2017
171,Allianz Versicherung AG,Total,12375000,Table 17:  Investment charges including interest (Total),2017
173,WIENER STÄDTISCHE Vers. AG,Total,131603000,Table 17:  Investment charges including interest (Total),2017
174,VIG VIENNA INSURANCE GROUP AG,Total,354956000,Table 17:  Investment charges including interest (Total),2017
176,WÜSTENROT Vers. AG,Total,34287000,Table 17:  Investment charges including interest (Total),2017
177,APK Versicherung AG,Total,129000,Table 17:  Investment charges including interest (Total),2017
185,Nürnberger Versicherung AG,Total,1703000,Table 17:  Investment charges including interest (Total),2017
195,FWU Life Insurance Austria AG,Total,379000,Table 17:  Investment charges including interest (Total),2017
138,"HELVETIA, ZNL AT",Total,14000,Table 17:  Investment charges including interest (Total),2017
101,MUKI V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,9000,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,7000,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Unfall mit Prämienrückgewähr-direct!Gross amount!Earned premiums,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,45000,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,72000,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Unfall mit Prämienrückgewähr-direct!Gross amount!Claims,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,521,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,1088,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Unfall mit Prämienrückgewähr-direct!Gross amount!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2017
