No.,Insurance undertaking,category,value,Tabelle,year
151,HAGEL V.a.G.,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
154,PORSCHE Versicherung AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
161,VAV Versicherungs-AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
164,HDI Versicherung AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
165,ERGO Versicherung AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
167,VORARLBERGER V.a.G.,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
171,Allianz Versicherung AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
173,WIENER STÄDTISCHE Vers. AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
174,VIG VIENNA INSURANCE GROUP AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
176,WÜSTENROT Vers. AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
190,Generali Holding Vienna AG,Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,1021,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
138,"HELVETIA, ZNL AT",Unfall mit Prämienrückgewähr-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 18:  Claims ratios ""Accident according to the technical principles of life assurance"" (Non-life insurance other than health)",2016
101,MUKI V.a.G.,Sonstige Unfall-direct!Gross amount!Earned premiums,5200000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
104,RVV Rückversicherungsverein ,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
113,SK Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
116,UNIQA Österreich Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,274955000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
123,Helvetia Versicherungen AG,Sonstige Unfall-direct!Gross amount!Earned premiums,33622000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
124,D.A.S. Rechtsschutz AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
126,DONAU Versicherung AG VIG,Sonstige Unfall-direct!Gross amount!Earned premiums,59683000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
127,SPARKASSEN Vers. AG VIG,Sonstige Unfall-direct!Gross amount!Earned premiums,33107000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
128,GENERALI Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,125565000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,15653000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
131,EUROPÄISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,2779000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
132,GARANT Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
135,GRAWE Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,25613000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
141,Kärntner Landes V.a.G.,Sonstige Unfall-direct!Gross amount!Earned premiums,3371000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
142,ZÜRICH Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Earned premiums,47569000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
144,UNIQA Insurance Group AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
145,MERKUR Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,29282000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
148,Acredia Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
150,ÖBV V.a.G.,Sonstige Unfall-direct!Gross amount!Earned premiums,21775000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
151,HAGEL V.a.G.,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
154,PORSCHE Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Sonstige Unfall-direct!Gross amount!Earned premiums,5058000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
161,VAV Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Earned premiums,1929000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
164,HDI Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,2209000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
165,ERGO Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,18552000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
167,VORARLBERGER V.a.G.,Sonstige Unfall-direct!Gross amount!Earned premiums,6433000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,24233000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
171,Allianz Versicherung AG,Sonstige Unfall-direct!Gross amount!Earned premiums,92105000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
173,WIENER STÄDTISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,115422000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
174,VIG VIENNA INSURANCE GROUP AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
176,WÜSTENROT Vers. AG,Sonstige Unfall-direct!Gross amount!Earned premiums,31568000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
190,Generali Holding Vienna AG,Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
138,"HELVETIA, ZNL AT",Sonstige Unfall-direct!Gross amount!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
101,MUKI V.a.G.,Sonstige Unfall-direct!Gross amount!Claims,3967000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
104,RVV Rückversicherungsverein ,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
113,SK Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
116,UNIQA Österreich Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,160572000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
123,Helvetia Versicherungen AG,Sonstige Unfall-direct!Gross amount!Claims,16226000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
124,D.A.S. Rechtsschutz AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
126,DONAU Versicherung AG VIG,Sonstige Unfall-direct!Gross amount!Claims,47047000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
127,SPARKASSEN Vers. AG VIG,Sonstige Unfall-direct!Gross amount!Claims,18106000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
128,GENERALI Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,64432000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,7833000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
131,EUROPÄISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,1159000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
132,GARANT Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
135,GRAWE Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,15856000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
141,Kärntner Landes V.a.G.,Sonstige Unfall-direct!Gross amount!Claims,1253000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
142,ZÜRICH Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Claims,27182000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
144,UNIQA Insurance Group AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
145,MERKUR Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,16783000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
148,Acredia Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
150,ÖBV V.a.G.,Sonstige Unfall-direct!Gross amount!Claims,8772000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
151,HAGEL V.a.G.,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
154,PORSCHE Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Sonstige Unfall-direct!Gross amount!Claims,-189000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
161,VAV Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Claims,502000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
164,HDI Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,525000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
165,ERGO Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,7492000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
167,VORARLBERGER V.a.G.,Sonstige Unfall-direct!Gross amount!Claims,5709000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,14329000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
171,Allianz Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims,61464000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
173,WIENER STÄDTISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,65531000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
174,VIG VIENNA INSURANCE GROUP AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
176,WÜSTENROT Vers. AG,Sonstige Unfall-direct!Gross amount!Claims,19829000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
190,Generali Holding Vienna AG,Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
138,"HELVETIA, ZNL AT",Sonstige Unfall-direct!Gross amount!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
101,MUKI V.a.G.,Sonstige Unfall-direct!Gross amount!Claims ratio in %,76,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
104,RVV Rückversicherungsverein ,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
113,SK Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
116,UNIQA Österreich Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,58,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
123,Helvetia Versicherungen AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,48,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
124,D.A.S. Rechtsschutz AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
126,DONAU Versicherung AG VIG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,79,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
127,SPARKASSEN Vers. AG VIG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,55,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
128,GENERALI Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,51,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,50,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
131,EUROPÄISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,42,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
132,GARANT Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
135,GRAWE Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,62,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
141,Kärntner Landes V.a.G.,Sonstige Unfall-direct!Gross amount!Claims ratio in %,37,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
142,ZÜRICH Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,57,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
144,UNIQA Insurance Group AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
145,MERKUR Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,57,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
148,Acredia Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
150,ÖBV V.a.G.,Sonstige Unfall-direct!Gross amount!Claims ratio in %,40,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
151,HAGEL V.a.G.,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
154,PORSCHE Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Sonstige Unfall-direct!Gross amount!Claims ratio in %,-4,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
161,VAV Versicherungs-AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,26,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
164,HDI Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,24,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
165,ERGO Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,40,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
167,VORARLBERGER V.a.G.,Sonstige Unfall-direct!Gross amount!Claims ratio in %,89,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,59,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
171,Allianz Versicherung AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,67,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
173,WIENER STÄDTISCHE Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,57,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
174,VIG VIENNA INSURANCE GROUP AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
176,WÜSTENROT Vers. AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,63,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
190,Generali Holding Vienna AG,Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
138,"HELVETIA, ZNL AT",Sonstige Unfall-direct!Gross amount!Claims ratio in %,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
101,MUKI V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,4967000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
104,RVV Rückversicherungsverein ,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
113,SK Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
116,UNIQA Österreich Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,146673000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
123,Helvetia Versicherungen AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,20965000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
124,D.A.S. Rechtsschutz AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
126,DONAU Versicherung AG VIG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,27942000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
127,SPARKASSEN Vers. AG VIG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,16395000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
128,GENERALI Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,81123000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,14627000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
131,EUROPÄISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,1202000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
132,GARANT Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
135,GRAWE Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,17711000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
141,Kärntner Landes V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,1635000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
142,ZÜRICH Versicherungs-AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,23734000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
144,UNIQA Insurance Group AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
145,MERKUR Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,23092000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
148,Acredia Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
150,ÖBV V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,17729000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
151,HAGEL V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
154,PORSCHE Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,3759000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
161,VAV Versicherungs-AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,1092000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
164,HDI Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,443000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
165,ERGO Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,17684000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
167,VORARLBERGER V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,2899000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,23755000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
171,Allianz Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,70381000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
173,WIENER STÄDTISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,56017000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
174,VIG VIENNA INSURANCE GROUP AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
176,WÜSTENROT Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,30428000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
190,Generali Holding Vienna AG,Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
138,"HELVETIA, ZNL AT",Sonstige Unfall-direct!Net of reinsurance!Earned premiums,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
101,MUKI V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Claims,3081000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
104,RVV Rückversicherungsverein ,Sonstige Unfall-direct!Net of reinsurance!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
113,SK Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
116,UNIQA Österreich Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Claims,87192000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
123,Helvetia Versicherungen AG,Sonstige Unfall-direct!Net of reinsurance!Claims,9303000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
124,D.A.S. Rechtsschutz AG,Sonstige Unfall-direct!Net of reinsurance!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
126,DONAU Versicherung AG VIG,Sonstige Unfall-direct!Net of reinsurance!Claims,21168000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
127,SPARKASSEN Vers. AG VIG,Sonstige Unfall-direct!Net of reinsurance!Claims,8354000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
128,GENERALI Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Claims,40332000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Claims,7203000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
131,EUROPÄISCHE Vers. AG,Sonstige Unfall-direct!Net of reinsurance!Claims,576000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
132,GARANT Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
135,GRAWE Versicherung AG,Sonstige Unfall-direct!Net of reinsurance!Claims,11826000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
141,Kärntner Landes V.a.G.,Sonstige Unfall-direct!Net of reinsurance!Claims,873000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
142,ZÜRICH Versicherungs-AG,Sonstige Unfall-direct!Net of reinsurance!Claims,13385000,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
144,UNIQA Insurance Group AG,Sonstige Unfall-direct!Net of reinsurance!Claims,0,"Table 19:  Claims ratios ""Accident other"" (Non-life insurance other than health)",2016
